-1.631985859401759626e+03,-3.347263596397731362e+02
-1.631985859401759626e+03,-2.847263596397731362e+02
-1.631985859401759626e+03,-2.347263596397731362e+02
-1.631985859401759626e+03,-1.847263596397731362e+02
-1.631985859401759626e+03,-1.347263596397731362e+02
-1.631985859401759626e+03,-8.472635963977313622e+01
-1.631985859401759626e+03,-3.472635963977313622e+01
-1.631985859401759626e+03,1.527364036022686378e+01
-1.631985859401759626e+03,6.527364036022686378e+01
-1.631985859401759626e+03,1.152736403602268638e+02
-1.631985859401759626e+03,1.652736403602268638e+02
-1.631985859401759626e+03,2.152736403602268638e+02
-1.631985859401759626e+03,2.652736403602268638e+02
-1.631985859401759626e+03,3.152736403602268638e+02
-1.631985859401759626e+03,3.652736403602268638e+02
-1.631985859401759626e+03,4.152736403602268638e+02
-1.631985859401759626e+03,4.652736403602268638e+02
-1.631985859401759626e+03,5.152736403602268638e+02
-1.631985859401759626e+03,5.652736403602268638e+02
-1.631985859401759626e+03,6.152736403602268638e+02
-1.631985859401759626e+03,6.652736403602268638e+02
-1.631985859401759626e+03,7.152736403602268638e+02
-1.631985859401759626e+03,7.652736403602268638e+02
-1.631985859401759626e+03,8.152736403602268638e+02
-1.631985859401759626e+03,8.652736403602268638e+02
-1.631985859401759626e+03,9.152736403602268638e+02
-1.631985859401759626e+03,9.652736403602268638e+02
-1.631985859401759626e+03,1.015273640360226864e+03
-1.631985859401759626e+03,1.065273640360226864e+03
-1.631985859401759626e+03,1.115273640360226864e+03
-1.631985859401759626e+03,1.165273640360226864e+03
-1.631985859401759626e+03,1.215273640360226864e+03
-1.631985859401759626e+03,1.265273640360226864e+03
-1.631985859401759626e+03,1.315273640360226864e+03
-1.631985859401759626e+03,1.365273640360226864e+03
-1.631985859401759626e+03,1.415273640360226864e+03
-1.631985859401759626e+03,1.465273640360226864e+03
-1.581985859401759626e+03,-1.334726359639773136e+03
-1.581985859401759626e+03,-1.284726359639773136e+03
-1.581985859401759626e+03,-1.234726359639773136e+03
-1.581985859401759626e+03,-1.184726359639773136e+03
-1.581985859401759626e+03,-1.134726359639773136e+03
-1.581985859401759626e+03,-1.084726359639773136e+03
-1.581985859401759626e+03,-1.034726359639773136e+03
-1.581985859401759626e+03,-9.847263596397731362e+02
-1.581985859401759626e+03,-9.347263596397731362e+02
-1.581985859401759626e+03,-8.847263596397731362e+02
-1.581985859401759626e+03,-8.347263596397731362e+02
-1.581985859401759626e+03,-7.847263596397731362e+02
-1.581985859401759626e+03,-7.347263596397731362e+02
-1.581985859401759626e+03,-6.847263596397731362e+02
-1.581985859401759626e+03,-6.347263596397731362e+02
-1.581985859401759626e+03,-5.847263596397731362e+02
-1.581985859401759626e+03,-5.347263596397731362e+02
-1.581985859401759626e+03,-4.847263596397731362e+02
-1.581985859401759626e+03,-4.347263596397731362e+02
-1.581985859401759626e+03,-3.847263596397731362e+02
-1.581985859401759626e+03,-3.347263596397731362e+02
-1.581985859401759626e+03,-2.847263596397731362e+02
-1.581985859401759626e+03,-2.347263596397731362e+02
-1.581985859401759626e+03,-1.847263596397731362e+02
-1.581985859401759626e+03,-1.347263596397731362e+02
-1.581985859401759626e+03,-8.472635963977313622e+01
-1.581985859401759626e+03,-3.472635963977313622e+01
-1.581985859401759626e+03,1.527364036022686378e+01
-1.581985859401759626e+03,6.527364036022686378e+01
-1.581985859401759626e+03,1.152736403602268638e+02
-1.581985859401759626e+03,1.652736403602268638e+02
-1.581985859401759626e+03,2.152736403602268638e+02
-1.581985859401759626e+03,2.652736403602268638e+02
-1.581985859401759626e+03,3.152736403602268638e+02
-1.581985859401759626e+03,3.652736403602268638e+02
-1.581985859401759626e+03,4.152736403602268638e+02
-1.581985859401759626e+03,4.652736403602268638e+02
-1.581985859401759626e+03,5.152736403602268638e+02
-1.581985859401759626e+03,5.652736403602268638e+02
-1.581985859401759626e+03,6.152736403602268638e+02
-1.581985859401759626e+03,6.652736403602268638e+02
-1.581985859401759626e+03,7.152736403602268638e+02
-1.581985859401759626e+03,7.652736403602268638e+02
-1.581985859401759626e+03,8.152736403602268638e+02
-1.581985859401759626e+03,8.652736403602268638e+02
-1.581985859401759626e+03,9.152736403602268638e+02
-1.581985859401759626e+03,9.652736403602268638e+02
-1.581985859401759626e+03,1.015273640360226864e+03
-1.581985859401759626e+03,1.065273640360226864e+03
-1.581985859401759626e+03,1.115273640360226864e+03
-1.581985859401759626e+03,1.165273640360226864e+03
-1.581985859401759626e+03,1.215273640360226864e+03
-1.581985859401759626e+03,1.265273640360226864e+03
-1.581985859401759626e+03,1.315273640360226864e+03
-1.581985859401759626e+03,1.365273640360226864e+03
-1.581985859401759626e+03,1.415273640360226864e+03
-1.581985859401759626e+03,1.465273640360226864e+03
-1.531985859401759626e+03,-1.334726359639773136e+03
-1.531985859401759626e+03,-1.284726359639773136e+03
-1.531985859401759626e+03,-1.234726359639773136e+03
-1.531985859401759626e+03,-1.184726359639773136e+03
-1.531985859401759626e+03,-1.134726359639773136e+03
-1.531985859401759626e+03,-1.084726359639773136e+03
-1.531985859401759626e+03,-1.034726359639773136e+03
-1.531985859401759626e+03,-9.847263596397731362e+02
-1.531985859401759626e+03,-9.347263596397731362e+02
-1.531985859401759626e+03,-8.847263596397731362e+02
-1.531985859401759626e+03,-8.347263596397731362e+02
-1.531985859401759626e+03,-7.847263596397731362e+02
-1.531985859401759626e+03,-7.347263596397731362e+02
-1.531985859401759626e+03,-6.847263596397731362e+02
-1.531985859401759626e+03,-6.347263596397731362e+02
-1.531985859401759626e+03,-5.847263596397731362e+02
-1.531985859401759626e+03,-5.347263596397731362e+02
-1.531985859401759626e+03,-4.847263596397731362e+02
-1.531985859401759626e+03,-4.347263596397731362e+02
-1.531985859401759626e+03,-3.847263596397731362e+02
-1.531985859401759626e+03,-3.347263596397731362e+02
-1.531985859401759626e+03,-2.847263596397731362e+02
-1.531985859401759626e+03,-2.347263596397731362e+02
-1.531985859401759626e+03,-1.847263596397731362e+02
-1.531985859401759626e+03,-1.347263596397731362e+02
-1.531985859401759626e+03,-8.472635963977313622e+01
-1.531985859401759626e+03,-3.472635963977313622e+01
-1.531985859401759626e+03,1.527364036022686378e+01
-1.531985859401759626e+03,6.527364036022686378e+01
-1.531985859401759626e+03,1.152736403602268638e+02
-1.531985859401759626e+03,1.652736403602268638e+02
-1.531985859401759626e+03,2.152736403602268638e+02
-1.531985859401759626e+03,2.652736403602268638e+02
-1.531985859401759626e+03,3.152736403602268638e+02
-1.531985859401759626e+03,3.652736403602268638e+02
-1.531985859401759626e+03,4.152736403602268638e+02
-1.531985859401759626e+03,4.652736403602268638e+02
-1.531985859401759626e+03,5.152736403602268638e+02
-1.531985859401759626e+03,5.652736403602268638e+02
-1.531985859401759626e+03,6.152736403602268638e+02
-1.531985859401759626e+03,6.652736403602268638e+02
-1.531985859401759626e+03,7.152736403602268638e+02
-1.531985859401759626e+03,7.652736403602268638e+02
-1.531985859401759626e+03,8.152736403602268638e+02
-1.531985859401759626e+03,8.652736403602268638e+02
-1.531985859401759626e+03,9.152736403602268638e+02
-1.531985859401759626e+03,9.652736403602268638e+02
-1.531985859401759626e+03,1.015273640360226864e+03
-1.531985859401759626e+03,1.065273640360226864e+03
-1.531985859401759626e+03,1.115273640360226864e+03
-1.531985859401759626e+03,1.165273640360226864e+03
-1.531985859401759626e+03,1.215273640360226864e+03
-1.531985859401759626e+03,1.265273640360226864e+03
-1.531985859401759626e+03,1.315273640360226864e+03
-1.531985859401759626e+03,1.365273640360226864e+03
-1.531985859401759626e+03,1.415273640360226864e+03
-1.531985859401759626e+03,1.465273640360226864e+03
-1.481985859401759626e+03,-1.334726359639773136e+03
-1.481985859401759626e+03,-1.284726359639773136e+03
-1.481985859401759626e+03,-1.234726359639773136e+03
-1.481985859401759626e+03,-1.184726359639773136e+03
-1.481985859401759626e+03,-1.134726359639773136e+03
-1.481985859401759626e+03,-1.084726359639773136e+03
-1.481985859401759626e+03,-1.034726359639773136e+03
-1.481985859401759626e+03,-9.847263596397731362e+02
-1.481985859401759626e+03,-9.347263596397731362e+02
-1.481985859401759626e+03,-8.847263596397731362e+02
-1.481985859401759626e+03,-8.347263596397731362e+02
-1.481985859401759626e+03,-7.847263596397731362e+02
-1.481985859401759626e+03,-7.347263596397731362e+02
-1.481985859401759626e+03,-6.847263596397731362e+02
-1.481985859401759626e+03,-6.347263596397731362e+02
-1.481985859401759626e+03,-5.847263596397731362e+02
-1.481985859401759626e+03,-5.347263596397731362e+02
-1.481985859401759626e+03,-4.847263596397731362e+02
-1.481985859401759626e+03,-4.347263596397731362e+02
-1.481985859401759626e+03,-3.847263596397731362e+02
-1.481985859401759626e+03,-3.347263596397731362e+02
-1.481985859401759626e+03,-2.847263596397731362e+02
-1.481985859401759626e+03,-2.347263596397731362e+02
-1.481985859401759626e+03,-1.847263596397731362e+02
-1.481985859401759626e+03,-1.347263596397731362e+02
-1.481985859401759626e+03,-8.472635963977313622e+01
-1.481985859401759626e+03,-3.472635963977313622e+01
-1.481985859401759626e+03,1.527364036022686378e+01
-1.481985859401759626e+03,6.527364036022686378e+01
-1.481985859401759626e+03,1.152736403602268638e+02
-1.481985859401759626e+03,1.652736403602268638e+02
-1.481985859401759626e+03,2.152736403602268638e+02
-1.481985859401759626e+03,2.652736403602268638e+02
-1.481985859401759626e+03,3.152736403602268638e+02
-1.481985859401759626e+03,3.652736403602268638e+02
-1.481985859401759626e+03,4.152736403602268638e+02
-1.481985859401759626e+03,4.652736403602268638e+02
-1.481985859401759626e+03,5.152736403602268638e+02
-1.481985859401759626e+03,5.652736403602268638e+02
-1.481985859401759626e+03,6.152736403602268638e+02
-1.481985859401759626e+03,6.652736403602268638e+02
-1.481985859401759626e+03,7.152736403602268638e+02
-1.481985859401759626e+03,7.652736403602268638e+02
-1.481985859401759626e+03,8.152736403602268638e+02
-1.481985859401759626e+03,8.652736403602268638e+02
-1.481985859401759626e+03,9.152736403602268638e+02
-1.481985859401759626e+03,9.652736403602268638e+02
-1.481985859401759626e+03,1.015273640360226864e+03
-1.481985859401759626e+03,1.065273640360226864e+03
-1.481985859401759626e+03,1.115273640360226864e+03
-1.481985859401759626e+03,1.165273640360226864e+03
-1.481985859401759626e+03,1.215273640360226864e+03
-1.481985859401759626e+03,1.265273640360226864e+03
-1.481985859401759626e+03,1.315273640360226864e+03
-1.481985859401759626e+03,1.365273640360226864e+03
-1.481985859401759626e+03,1.415273640360226864e+03
-1.481985859401759626e+03,1.465273640360226864e+03
-1.431985859401759626e+03,-1.334726359639773136e+03
-1.431985859401759626e+03,-1.284726359639773136e+03
-1.431985859401759626e+03,-1.234726359639773136e+03
-1.431985859401759626e+03,-1.184726359639773136e+03
-1.431985859401759626e+03,-1.134726359639773136e+03
-1.431985859401759626e+03,-1.084726359639773136e+03
-1.431985859401759626e+03,-1.034726359639773136e+03
-1.431985859401759626e+03,-9.847263596397731362e+02
-1.431985859401759626e+03,-9.347263596397731362e+02
-1.431985859401759626e+03,-8.847263596397731362e+02
-1.431985859401759626e+03,-8.347263596397731362e+02
-1.431985859401759626e+03,-7.847263596397731362e+02
-1.431985859401759626e+03,-7.347263596397731362e+02
-1.431985859401759626e+03,-6.847263596397731362e+02
-1.431985859401759626e+03,-6.347263596397731362e+02
-1.431985859401759626e+03,-5.847263596397731362e+02
-1.431985859401759626e+03,-5.347263596397731362e+02
-1.431985859401759626e+03,-4.847263596397731362e+02
-1.431985859401759626e+03,-4.347263596397731362e+02
-1.431985859401759626e+03,-3.847263596397731362e+02
-1.431985859401759626e+03,-3.347263596397731362e+02
-1.431985859401759626e+03,-2.847263596397731362e+02
-1.431985859401759626e+03,-2.347263596397731362e+02
-1.431985859401759626e+03,-1.847263596397731362e+02
-1.431985859401759626e+03,-1.347263596397731362e+02
-1.431985859401759626e+03,-8.472635963977313622e+01
-1.431985859401759626e+03,-3.472635963977313622e+01
-1.431985859401759626e+03,1.527364036022686378e+01
-1.431985859401759626e+03,6.527364036022686378e+01
-1.431985859401759626e+03,1.152736403602268638e+02
-1.431985859401759626e+03,1.652736403602268638e+02
-1.431985859401759626e+03,2.152736403602268638e+02
-1.431985859401759626e+03,2.652736403602268638e+02
-1.431985859401759626e+03,3.152736403602268638e+02
-1.431985859401759626e+03,3.652736403602268638e+02
-1.431985859401759626e+03,4.152736403602268638e+02
-1.431985859401759626e+03,4.652736403602268638e+02
-1.431985859401759626e+03,5.152736403602268638e+02
-1.431985859401759626e+03,5.652736403602268638e+02
-1.431985859401759626e+03,6.152736403602268638e+02
-1.431985859401759626e+03,6.652736403602268638e+02
-1.431985859401759626e+03,7.152736403602268638e+02
-1.431985859401759626e+03,7.652736403602268638e+02
-1.431985859401759626e+03,8.152736403602268638e+02
-1.431985859401759626e+03,8.652736403602268638e+02
-1.431985859401759626e+03,9.152736403602268638e+02
-1.431985859401759626e+03,9.652736403602268638e+02
-1.431985859401759626e+03,1.015273640360226864e+03
-1.431985859401759626e+03,1.065273640360226864e+03
-1.431985859401759626e+03,1.115273640360226864e+03
-1.431985859401759626e+03,1.165273640360226864e+03
-1.431985859401759626e+03,1.215273640360226864e+03
-1.431985859401759626e+03,1.265273640360226864e+03
-1.431985859401759626e+03,1.315273640360226864e+03
-1.431985859401759626e+03,1.365273640360226864e+03
-1.431985859401759626e+03,1.415273640360226864e+03
-1.431985859401759626e+03,1.465273640360226864e+03
-1.381985859401759626e+03,-1.334726359639773136e+03
-1.381985859401759626e+03,-1.284726359639773136e+03
-1.381985859401759626e+03,-1.234726359639773136e+03
-1.381985859401759626e+03,-1.184726359639773136e+03
-1.381985859401759626e+03,-1.134726359639773136e+03
-1.381985859401759626e+03,-1.084726359639773136e+03
-1.381985859401759626e+03,-1.034726359639773136e+03
-1.381985859401759626e+03,-9.847263596397731362e+02
-1.381985859401759626e+03,-9.347263596397731362e+02
-1.381985859401759626e+03,-8.847263596397731362e+02
-1.381985859401759626e+03,-8.347263596397731362e+02
-1.381985859401759626e+03,-7.847263596397731362e+02
-1.381985859401759626e+03,-7.347263596397731362e+02
-1.381985859401759626e+03,-6.847263596397731362e+02
-1.381985859401759626e+03,-6.347263596397731362e+02
-1.381985859401759626e+03,-5.847263596397731362e+02
-1.381985859401759626e+03,-5.347263596397731362e+02
-1.381985859401759626e+03,-4.847263596397731362e+02
-1.381985859401759626e+03,-4.347263596397731362e+02
-1.381985859401759626e+03,-3.847263596397731362e+02
-1.381985859401759626e+03,-3.347263596397731362e+02
-1.381985859401759626e+03,-2.847263596397731362e+02
-1.381985859401759626e+03,-2.347263596397731362e+02
-1.381985859401759626e+03,-1.847263596397731362e+02
-1.381985859401759626e+03,-1.347263596397731362e+02
-1.381985859401759626e+03,-8.472635963977313622e+01
-1.381985859401759626e+03,-3.472635963977313622e+01
-1.381985859401759626e+03,1.527364036022686378e+01
-1.381985859401759626e+03,6.527364036022686378e+01
-1.381985859401759626e+03,1.152736403602268638e+02
-1.381985859401759626e+03,1.652736403602268638e+02
-1.381985859401759626e+03,2.152736403602268638e+02
-1.381985859401759626e+03,2.652736403602268638e+02
-1.381985859401759626e+03,3.152736403602268638e+02
-1.381985859401759626e+03,3.652736403602268638e+02
-1.381985859401759626e+03,4.152736403602268638e+02
-1.381985859401759626e+03,4.652736403602268638e+02
-1.381985859401759626e+03,5.152736403602268638e+02
-1.381985859401759626e+03,5.652736403602268638e+02
-1.381985859401759626e+03,6.152736403602268638e+02
-1.381985859401759626e+03,6.652736403602268638e+02
-1.381985859401759626e+03,7.152736403602268638e+02
-1.381985859401759626e+03,7.652736403602268638e+02
-1.381985859401759626e+03,8.152736403602268638e+02
-1.381985859401759626e+03,8.652736403602268638e+02
-1.381985859401759626e+03,9.152736403602268638e+02
-1.381985859401759626e+03,9.652736403602268638e+02
-1.381985859401759626e+03,1.015273640360226864e+03
-1.381985859401759626e+03,1.065273640360226864e+03
-1.381985859401759626e+03,1.115273640360226864e+03
-1.381985859401759626e+03,1.165273640360226864e+03
-1.381985859401759626e+03,1.215273640360226864e+03
-1.381985859401759626e+03,1.265273640360226864e+03
-1.381985859401759626e+03,1.315273640360226864e+03
-1.381985859401759626e+03,1.365273640360226864e+03
-1.381985859401759626e+03,1.415273640360226864e+03
-1.381985859401759626e+03,1.465273640360226864e+03
-1.331985859401759626e+03,-1.334726359639773136e+03
-1.331985859401759626e+03,-1.284726359639773136e+03
-1.331985859401759626e+03,-1.234726359639773136e+03
-1.331985859401759626e+03,-1.184726359639773136e+03
